Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)
23	BKT Controller_random(1)	AD 3_5_plus_9_10	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	24	AD JCommTable6.R1C0	3	JCommTable6.R1C0	3
24	BKT Controller_random(1)	AD 9_6_plus_7_1	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	25	AD JCommTable8.R0C0	4	JCommTable8.R0C0	4
25	BKT Controller_random(1)	AD 9_6_plus_7_1	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	1	Single-KC	26	AD JCommTable5.R1C0	4	JCommTable5.R1C0	4
26	BKT Controller_random(1)	AD 9_6_plus_7_1	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	1	1	1	Single-KC	27	AD JCommTable4.R0C0	4	JCommTable4.R0C0	4
27	BKT Controller_random(1)	AD 9_6_plus_7_1	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	28	AD JCommTable4.R1C0	4	JCommTable4.R1C0	4
28	BKT Controller_random(1)	AD 9_6_plus_7_1	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	1	Single-KC	29	AD JCommTable5.R0C0	4	JCommTable5.R0C0	4
29	BKT Controller_random(1)	AD 9_6_plus_7_1	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	incorrect	2	1	0	Single-KC	30	AD JCommTable6.R1C0	4	JCommTable6.R1C0	4
30	BKT Controller_random(1)	AD 9_6_plus_7_1	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	31	AD JCommTable6.R0C0	4	JCommTable6.R0C0	4
31	BKT Controller_random(1)	AD 9_6_plus_7_1	1	done	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	32	AD done	4	done	4
32	BKT Controller_random(1)	AD 8_10_plus_5_10	1	JCommTable8.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	33	AD JCommTable8.R0C0	5	JCommTable8.R0C0	5
33	BKT Controller_random(1)	AD 8_10_plus_5_10	1	JCommTable4.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	34	AD JCommTable4.R1C0	5	JCommTable4.R1C0	5
34	BKT Controller_random(1)	AD 8_10_plus_5_10	1	JCommTable5.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	35	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5
35	BKT Controller_random(1)	AD 8_10_plus_5_10	1	JCommTable4.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	36	AD JCommTable4.R0C0	5	JCommTable4.R0C0	5
36	BKT Controller_random(1)	AD 8_10_plus_5_10	1	JCommTable5.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	37	AD JCommTable5.R0C0	5	JCommTable5.R0C0	5
37	BKT Controller_random(1)	AD 8_10_plus_5_10	1	JCommTable6.R1C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	38	AD JCommTable6.R1C0	5	JCommTable6.R1C0	5
38	BKT Controller_random(1)	AD 8_10_plus_5_10	1	JCommTable6.R0C0	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	1/1/1970 0:02	correct	0	1	0	Single-KC	39	AD JCommTable6.R0C0	5	JCommTable6.R0C0	5
39	BKT Controller_random(1)	AD 8_10_plus_5_10	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	40	AD done	5	done	5
40	BKT Controller_random(1)	AD 9_8_plus_4_5	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	41	AD JCommTable8.R0C0	6	JCommTable8.R0C0	6
41	BKT Controller_random(1)	AD 9_8_plus_4_5	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	42	AD JCommTable4.R1C0	6	JCommTable4.R1C0	6
42	BKT Controller_random(1)	AD 9_8_plus_4_5	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	43	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6
43	BKT Controller_random(1)	AD 9_8_plus_4_5	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	44	AD JCommTable4.R0C0	6	JCommTable4.R0C0	6
44	BKT Controller_random(1)	AD 9_8_plus_4_5	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	45	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6
45	BKT Controller_random(1)	AD 9_8_plus_4_5	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	1	1	0	Single-KC	46	AD JCommTable6.R0C0	6	JCommTable6.R0C0	6
46	BKT Controller_random(1)	AD 9_8_plus_4_5	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	incorrect	1	1	0	Single-KC	47	AD done	6	done	6
47	BKT Controller_random(1)	AD 9_8_plus_4_5	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	48	AD JCommTable6.R1C0	6	JCommTable6.R1C0	6
48	BKT Controller_random(1)	AD 9_2_plus_1_4	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	49	AD JCommTable8.R0C0	7	JCommTable8.R0C0	7
49	BKT Controller_random(1)	AD 9_2_plus_1_4	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	50	AD JCommTable4.R1C0	7	JCommTable4.R1C0	7
50	BKT Controller_random(1)	AD 9_2_plus_1_4	1	JCommTable5.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	51	AD JCommTable5.R1C0	7	JCommTable5.R1C0	7
51	BKT Controller_random(1)	AD 9_2_plus_1_4	1	JCommTable4.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	52	AD JCommTable4.R0C0	7	JCommTable4.R0C0	7
52	BKT Controller_random(1)	AD 9_2_plus_1_4	1	JCommTable5.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	53	AD JCommTable5.R0C0	7	JCommTable5.R0C0	7
53	BKT Controller_random(1)	AD 9_2_plus_1_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	54	AD JCommTable6.R0C0	7	JCommTable6.R0C0	7
54	BKT Controller_random(1)	AD 9_2_plus_1_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	55	AD JCommTable6.R1C0	7	JCommTable6.R1C0	7
55	BKT Controller_random(1)	AD 9_2_plus_1_4	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	correct	0	1	0	Single-KC	56	AD done	7	done	7
56	BKT Controller_random(1)	M 9_5_times_9_4	1	JCommTable8.R0C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	57	M  JCommTable8.R0C0	1	JCommTable8.R0C0	8
57	BKT Controller_random(1)	M 9_5_times_9_4	1	JCommTable4.R1C0	1/1/1970 0:03	1/1/1970 0:03		1/1/1970 0:03	incorrect	1	0	0	Single-KC	58	M  JCommTable4.R1C0	1	JCommTable4.R1C0	8
58	BKT Controller_random(1)	M 9_5_times_9_4	1	JCommTable6.R0C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	1	1	1	Single-KC	59	M  JCommTable6.R0C0	1	JCommTable6.R0C0	8
59	BKT Controller_random(1)	M 9_5_times_9_4	1	JCommTable6.R1C0	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	1	1	1	Single-KC	60	M  JCommTable6.R1C0	1	JCommTable6.R1C0	8
60	BKT Controller_random(1)	M 9_5_times_9_4	1	done	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	1/1/1970 0:03	hint	0	1	1	Single-KC	61	M  done	1	done	8
61	BKT Controller_random(1)	AS 5_5_plus_7_5	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	62	AS JCommTable8.R0C0	1	JCommTable8.R0C0	9
62	BKT Controller_random(1)	AS 5_5_plus_7_5	1	JCommTable4.R1C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	63	AS JCommTable4.R1C0	1	JCommTable4.R1C0	9
63	BKT Controller_random(1)	AS 5_5_plus_7_5	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	2	1	1	Single-KC	64	AS JCommTable6.R0C0	1	JCommTable6.R0C0	9
64	BKT Controller_random(1)	AS 5_5_plus_7_5	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	2	1	1	Single-KC	65	AS JCommTable6.R1C0	1	JCommTable6.R1C0	9
65	BKT Controller_random(1)	AS 5_5_plus_7_5	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	66	AS done	1	done	9
66	BKT Controller_random(1)	AS 8_10_plus_9_10	1	JCommTable8.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	67	AS JCommTable8.R0C0	2	JCommTable8.R0C0	10
67	BKT Controller_random(1)	AS 8_10_plus_9_10	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	3	1	1	Single-KC	68	AS JCommTable6.R0C0	2	JCommTable6.R0C0	10
68	BKT Controller_random(1)	AS 8_10_plus_9_10	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	69	AS JCommTable6.R1C0	2	JCommTable6.R1C0	10
69	BKT Controller_random(1)	AS 8_10_plus_9_10	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	70	AS done	2	done	10
70	BKT Controller_random(1)	AS 9_1_plus_9_1	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	1	1	0	Single-KC	71	AS JCommTable6.R1C0	3	JCommTable6.R1C0	11
71	BKT Controller_random(1)	AS 9_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	72	AS JCommTable6.R0C0	3	JCommTable6.R0C0	11
72	BKT Controller_random(1)	AS 9_1_plus_9_1	1	done	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	correct	0	1	0	Single-KC	73	AS done	3	done	11
73	BKT Controller_random(1)	M 6_2_times_8_3	1	JCommTable6.R0C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:05	1/1/1970 0:05	incorrect	3	1	1	Single-KC	74	M  JCommTable6.R0C0	2	JCommTable6.R0C0	12
74	BKT Controller_random(1)	M 6_2_times_8_3	1	JCommTable6.R1C0	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	1/1/1970 0:04	incorrect	1	1	0	Single-KC	75	M  JCommTable6.R1C0	2	JCommTable6.R1C0	12
75	BKT Controller_random(1)	M 6_2_times_8_3	1	JCommTable4.R0C0	1/1/1970 0:04	1/1/1970 0:04		1/1/1970 0:04	incorrect	1	0	0	Single-KC	76	M  JCommTable4.R0C0	1	JCommTable4.R0C0	8
76	BKT Controller_random(1)	M 6_2_times_8_3	1	JCommTable4.R1C0	1/1/1970 0:05	1/1/1970 0:05		1/1/1970 0:05	incorrect	1	0	0	Single-KC	77	M  JCommTable4.R1C0	2	JCommTable4.R1C0	10
77	BKT Controller_random(1)	M 6_2_times_8_3	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	78	M  done	2	done	12
78	BKT Controller_random(1)	M 4_4_times_8_10	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	1	1	1	Single-KC	79	M  JCommTable6.R1C0	3	JCommTable6.R1C0	13
79	BKT Controller_random(1)	M 4_4_times_8_10	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	2	1	1	Single-KC	80	M  JCommTable6.R0C0	3	JCommTable6.R0C0	13
80	BKT Controller_random(1)	M 4_4_times_8_10	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	81	M  done	3	done	13
81	BKT Controller_random(1)	M 2_6_times_10_9	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	82	M  JCommTable6.R1C0	4	JCommTable6.R1C0	14
82	BKT Controller_random(1)	M 2_6_times_10_9	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	4	1	1	Single-KC	83	M  JCommTable6.R0C0	4	JCommTable6.R0C0	14
83	BKT Controller_random(1)	M 2_6_times_10_9	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	84	M  done	4	done	14
84	BKT Controller_random(1)	M 1_5_times_9_9	1	JCommTable6.R1C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	85	M  JCommTable6.R1C0	5	JCommTable6.R1C0	15
85	BKT Controller_random(1)	M 1_5_times_9_9	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	incorrect	2	1	1	Single-KC	86	M  JCommTable6.R0C0	5	JCommTable6.R0C0	15
86	BKT Controller_random(1)	M 1_5_times_9_9	1	done	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:05	correct	0	1	0	Single-KC	87	M  done	5	done	15
87	BKT Controller_random(1)	M 7_5_times_9_7	1	JCommTable6.R0C0	1/1/1970 0:05	1/1/1970 0:05	1/1/1970 0:06	1/1/1970 0:06	incorrect	2	1	1	Single-KC	88	M  JCommTable6.R0C0	6	JCommTable6.R0C0	16
88	BKT Controller_random(1)	M 7_5_times_9_7	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	hint	0	1	1	Single-KC	89	M  JCommTable6.R1C0	6	JCommTable6.R1C0	16
89	BKT Controller_random(1)	M 7_5_times_9_7	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	90	M  done	6	done	16
90	BKT Controller_random(1)	M 3_10_times_8_6	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	91	M  JCommTable6.R1C0	7	JCommTable6.R1C0	17
91	BKT Controller_random(1)	M 3_10_times_8_6	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	3	1	1	Single-KC	92	M  JCommTable6.R0C0	7	JCommTable6.R0C0	17
92	BKT Controller_random(1)	M 3_10_times_8_6	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	93	M  done	7	done	17
93	BKT Controller_random(1)	M 8_1_times_5_7	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	94	M  JCommTable6.R1C0	8	JCommTable6.R1C0	18
94	BKT Controller_random(1)	M 8_1_times_5_7	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	95	M  JCommTable6.R0C0	8	JCommTable6.R0C0	18
95	BKT Controller_random(1)	M 8_1_times_5_7	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	96	M  done	8	done	18
96	BKT Controller_random(1)	M 3_7_times_3_5	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	97	M  JCommTable6.R1C0	9	JCommTable6.R1C0	19
97	BKT Controller_random(1)	M 3_7_times_3_5	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	98	M  JCommTable6.R0C0	9	JCommTable6.R0C0	19
98	BKT Controller_random(1)	M 3_7_times_3_5	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	99	M  done	9	done	19
99	BKT Controller_random(1)	AS 6_6_plus_5_6	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	0	Single-KC	100	AS JCommTable6.R1C0	4	JCommTable6.R1C0	20
100	BKT Controller_random(1)	AS 6_6_plus_5_6	1	JCommTable6.R0C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	incorrect	1	1	0	Single-KC	101	AS JCommTable6.R0C0	4	JCommTable6.R0C0	20
101	BKT Controller_random(1)	AS 6_6_plus_5_6	1	JCommTable8.R0C0	1/1/1970 0:06	1/1/1970 0:06		1/1/1970 0:06	incorrect	1	0	0	Single-KC	102	AS JCommTable8.R0C0	3	JCommTable8.R0C0	11
102	BKT Controller_random(1)	AS 6_6_plus_5_6	1	done	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:06	correct	0	1	0	Single-KC	103	AS done	4	done	20
103	BKT Controller_random(1)	AS 5_2_plus_1_2	1	JCommTable6.R1C0	1/1/1970 0:06	1/1/1970 0:06	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	0	Single-KC	104	AS JCommTable6.R1C0	5	JCommTable6.R1C0	21
104	BKT Controller_random(1)	AS 5_2_plus_1_2	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	incorrect	1	1	0	Single-KC	105	AS JCommTable6.R0C0	5	JCommTable6.R0C0	21
105	BKT Controller_random(1)	AS 5_2_plus_1_2	1	done	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	Single-KC	106	AS done	5	done	21
106	BKT Controller_random(1)	AS 10_7_plus_8_7	1	JCommTable6.R0C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	Single-KC	107	AS JCommTable6.R0C0	6	JCommTable6.R0C0	22
107	BKT Controller_random(1)	AS 10_7_plus_8_7	1	JCommTable6.R1C0	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	1/1/1970 0:07	correct	0	1	0	Single-KC	108	AS JCommTable6.R1C0	6	JCommTable6.R1C0	22
